ISIN | Currency | Total Buy Count | Total Sell Count | Total Buy Quantity | Total Sell Quantity | Weighted Average Buy Price | Weighted Average Sell Price | Max Buy Price | Min Sell Price
ES0130670112	EUR	2	120	11	646	1944681.8181818181	2368486.8421052634	1954500	0
IT0003128367	EUR	8	0	696	0	670000.0	0	670000	0
DE0007042301	EUR	0	34	0	2890	0	1840000.0	0	0
IE00B3XXRP09	USD	142	52	51287	38791	8489404.722444285	8509636.95187028	8586000	0
LU0490618542	USD	61	52	42279	39247	8546465.24279193	8558250.821718857	8632000	0
GB00BF4HYT85	GBX	319	411	57601	90238	141164066.59606603	153600959.68439016	144000000	0
GB00BF4JDH58	GBX	174	340	297234	610046	24175762.362313867	24537358.904082645	24650000	0
NL0000235190	EUR	35	102	245	918	9261542.857142856	12188888.888888888	11014000	0
CH0418792922	CHF	1417	1197	35093	25621	29944921.494315106	32090424.261348113	31730000	0
GB00BD45SH49	GBX	222	285	102689	113974	47519906.51384277	48021758.6467089	48720000	0
GB00BG12Y042	GBX	90	137	24177	28122	93491192.0420234	98064173.95633312	95400000	0
GB00BDCXV269	GBX	230	267	514129	511498	13769945.898791937	14032765.80749094	14060000	0
ZAE000255360	GBX	376	236	677231	653670	6603886.074323237	6711503.204981106	6710000	0
IE0004906560	EUR	265	232	12817	11109	10840284.38792229	11068144.747502025	10975000	0
GB00B19NLV48	GBX	1582	1752	170148	189336	305846909.7491596	309145021.0208307	309900000	0
GB0007913485	GBX	128	302	131282	389293	20187452.202129766	20781385.742872335	20600000	0
SE0003051010	SEK	29	29	5800	5800	140642758.62068966	141129655.1724138	143380000	0
SE0005466505	SEK	29	29	501700	501700	1326517.2413793104	1332489.6551724137	1340600	0
SE0001342395	SEK	29	29	8700	8700	65119310.344827585	65379655.172413796	66150000	0
SE0005466513	SEK	29	29	287100	287100	2301379.3103448274	2315224.1379310344	2328000	0
IE00B42TW061	GBX	42	60	26053	26730	737602118.7579166	741831608.6793865	742800000	0
IE00B0M63060	GBX	8	41	13009	82284	78994948.11284496	79637920.2518108	79530000	0
