ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
GB00BMTS0Z37	GBX	68	54	40270	22486	4.730676185746213E7	4.936612114204394E7	49000000	48850000
DE0007164600	EUR	22	33	572	825	1.0043076923076924E7	1.3058E7	10280000	12400000
JE00B6T5S470	GBX	516	463	142917	131256	1.0456102003260633E8	1.0617826042238069E8	105950000	104500000
CH0023868554	CHF	54	85	9625	18498	2543070.1298701297	2787592.4964861064	2584000	2508000
GB00BVGBWW93	GBX	57	71	313633	365321	6622242.493615149	6694135.623191658	6680000	6650000
GB00BVYVFW23	GBX	529	435	182810	150072	6.780859121492259E7	6.835538141691987E7	68820000	67780000
GB00B1JQDM80	GBX	48	72	119827	221910	8261602.017909152	8612348.091568654	8430000	8275000
LU1829219390	EUR	10	10	2000	2000	1.06385E7	1.06512E7	10673000	10606000
GB00B62G9D36	GBX	67	59	106315	106133	1.707500766589851E7	1.726764766849142E7	17300000	16960000
US55953Q2021	USD	77	59	23931	18944	1362644.3107266724	1382384.9767736488	1386000	1368000
CH0030380734	CHF	61	63	4679	6498	8406518.486856166	8618514.927670052	8470000	8450000
CH0364749348	CHF	92	77	6246	3957	1.6184456452129362E7	1.6995355066969927E7	16240000	16230000
GB0006640972	GBX	31	37	2655	2841	2.71220527306968E8	2.752303766279479E8	274000000	272500000
GB00BLJNXL82	GBX	497	617	23179	29211	4.231585918288106E8	4.289597891205368E8	426600000	424300000
GB0008825324	GBX	56	62	12714	13705	1.2219532798489854E8	1.2438512951477563E8	123000000	123200000
DE000TUAG000	GBX	255	285	292363	339131	2.525844652025051E7	2.5536037283527605E7	25730000	25150000
CH0012268360	CHF	21	33	36309	44772	322571.1393869289	329253.7970159921	327000	322000
GB00BMVQDZ64	GBX	33	29	7312	7201	1.0592084245076586E8	1.0738750173587002E8	107600000	105800000
GB00BYPHNG03	GBX	68	61	77697	65578	3.027666705278196E7	3.0710310469974685E7	30740000	30400000
GB0006827546	GBX	49	56	377	430	4.914761273209549E9	4.962616279069767E9	4940000000	4940000000
LU1673108939	EUR	0	11	0	2816	0.0	680000.0	0	680000
IE00B441G979	EUR	6	2	744	248	7388000.0	7452000.0	7388000	7450000
IE00B0M63177	GBX	4	0	2393	0	3.481249268700376E8	0.0	348350000	0
LI0355147575	CHF	23	21	1919	1781	5610849.400729546	5704553.621560921	5650000	5670000
GB00BH4HKS39	GBX	880	896	1948893	1709764	1.2962933989705952E7	1.350123528744318E7	13200000	13152000
GB00BV9FP302	GBX	22	49	2615	5219	2.6743541108986616E8	2.705088714313087E8	270400000	268400000
GB0009697037	GBX	30	37	35334	38502	3.0197678157015905E7	3.067352864786245E7	30560000	30410000
US3682872078	USD	207	249	195777	148005	794744.254943124	911785.0721259417	858000	842000
GB0004866223	GBX	50	58	11945	8469	8.377840937630808E7	8.512036840240878E7	84700000	84400000
FR0010655712	EUR	1	7	32	224	2.8175E7	2.8250714285714287E7	28175000	28195000
GB00BJ0LT190	GBX	31	38	31841	34513	4.249479130680569E7	4.306549416162026E7	42800000	42700000
GB00BNLPYF73	GBX	54	45	63657	53518	2.388275837692634E7	2.414911805373893E7	24050000	23950000
CH0021218067	CHF	15	14	488298	477199	14161.850304527154	14409.901445728092	14260	14340
NL0012650360	GBX	16	32	1753	2094	3.423035938391329E8	3.469404011461318E8	345800000	343800000
ES0121975009	EUR	0	11	0	55	0.0	3915000.0	0	3915000
GB00B5N0P849	GBX	43	39	62249	58473	2.207479814936786E7	2.2404334137123115E7	22410000	22170000
GB00BNC5T391	GBX	25	26	55652	61842	1.4740802486882772E7	1.4933268733223375E7	14960000	14630000
GB00BNR5MZ78	GBX	438	516	560209	661932	1.518952790833421E7	1.5392295711644096E7	15330000	15235000
GB00B02QND93	GBX	29	67	11362	16919	6.419985917972188E7	6.617455523376086E7	64800000	64600000
GB00BD8DR117	GBX	34	60	21702	27148	3.500244908303382E7	3.5567185428024165E7	35300000	35300000
CH0239518779	CHF	30	41	1581	2068	9468349.146110058	9641856.866537718	9540000	9540000
SE0000382335	SEK	56	36	7150	4000	9.326839160839161E7	9.403075E7	93580000	93700000
GB00BJLP1Y77	GBX	50	43	230224	155219	1.7432715007992215E7	1.758617566148474E7	17520000	17500000
GB00BHSRZC82	GBX	47	67	57805	69991	2.240482657209584E7	2.293653255418554E7	22700000	22500000
DK0060336014	DKK	4	0	20	0	4.25825E7	0.0	42730000	0
GB00B0LCW083	GBX	405	467	49931	51653	2.0201531914041376E8	2.0599582792867792E8	205000000	202200000
GB00BN4NDR39	GBX	71	68	174073	161504	1.1500186013913702E7	1.171483950861898E7	11600000	11580000
GB00BDVZYZ77	GBX	526	591	253638	287882	4.4350164722951606E7	4.474261992760923E7	45030000	44310000
GB00B0WMWD03	GBX	49	28	41821	33644	2.6390544463307906E7	2.6684826417786233E7	26540000	26520000
GB00BD6K4575	GBX	584	505	139352	102841	1.7608149075721914E8	1.788099332950866E8	179250000	175900000
IE00B3ZW0K18	EUR	7	6	658	564	9819571.42857143	1.0006E7	9895000	10006000
DE000PSM7770	EUR	2	0	27	0	1375814.8148148148	0.0	1377500	0
GB00B53P2009	GBX	38	95	43219	75815	2.2792524121335525E7	2.348176244806437E7	23020000	22920000
CH0102659627	CHF	49	48	140024	141848	127486.17879792035	139222.47828661665	131400	129700
GG00B1Z5FH87	GBX	16	22	4090	5502	1.391599511002445E8	1.4249043984005815E8	141800000	141800000
GB00B10RZP78	EUR	0	11	0	198	0.0	5000000.0	0	5000000
CH0276534614	CHF	43	67	2301	3196	8390369.404606692	8562640.80100125	8520000	8360000
CH0012280076	CHF	63	88	400	562	1.4904625E8	1.536079181494662E8	153300000	151100000
DE0005552004	EUR	0	12	0	280	0.0	5989839.285714285	0	5431000
GB00BK7YQK64	GBX	61	86	514025	474564	3884718.7082340354	4047344.3792618066	4009000	3982000
GB00BL9ZF303	GBX	61	46	75912	60120	2.156534342396459E7	2.1790463240186293E7	21800000	21550000
DE000ETFL011	EUR	8	10	16108	21804	1.3944167121926993E7	1.395772170243992E7	13986000	13930000
GB00B61TVQ02	GBX	53	67	16820	25989	8.706592746730083E7	8.779161760744931E7	87750000	87100000
DK0060952919	DKK	3	0	15	0	4.5653333333333336E7	0.0	45780000	0
GB00BL6NGV24	GBX	55	64	41133	50915	3.0628418544720784E7	3.104803770990867E7	31220000	30660000
JE00BVRZ8S85	GBX	86	71	154567	92969	9.113692573447114E7	9.167293076186685E7	91400000	91500000
CH0311864901	CHF	96	67	1970	1508	3.5918730964467004E7	3.702820954907162E7	37080000	36640000
ES0177542018	GBX	683	756	1350948	1343752	1.5592678898077497E7	1.6038353967101073E7	15888000	15740000
GB0006776081	GBX	490	429	160978	139424	6.123061126365093E7	6.196987735253615E7	61620000	61360000
CH0018294154	CHF	189	258	7378	15742	1.0843529411764706E7	1.1214018549104307E7	11000000	10970000
CH0110240600	CHF	80	73	21115	13703	2144616.102296945	2231342.0418886375	2230000	2210000
GB00BGDT3G23	GBX	481	425	148083	139069	6.503125774059142E7	6.556741804428018E7	66160000	64680000
SE0000202624	SEK	0	1	0	5	0.0	3.782E7	0	37820000
DK0061539921	DKK	4	0	20	0	1.6875E7	0.0	16985000	0
GB00BND88V85	GBX	47	32	34059	29989	3.867183857423882E7	3.923317716496049E7	39050000	38650000
GB00BF044593	GBX	34	57	31751	34884	2.189177821170987E7	2.2271531361082446E7	22100000	22050000
GB0031215220	GBX	217	234	25476	26563	1.3847540430208823E8	1.3976635470391145E8	141400000	138200000
DE0002635273	EUR	12	12	5220	5220	2044250.0	2105750.0	2044500	2105500
CH0435377954	CHF	98	67	27255	18178	1906727.6463034307	1970244.966442953	1974000	1942000
LU0252634307	EUR	10	10	27014	29000	1.3463832087065965E7	1.35032E7	13522000	13448000
JE00BF5FX167	GBX	60	79	85357	111696	3.476561383366332E7	3.511187106073628E7	35000000	34850000
GG00BGJYPP46	GBX	43	54	67935	62675	1.8975185839405313E7	1.937341364180295E7	19300000	19000000
CH0028422100	CHF	25	34	2835	3710	4301047.619047619	4378177.897574124	4330000	4350000
GB00B1WY2338	GBX	467	447	82965	83905	1.5642333092267823E8	1.5774351707288003E8	157850000	156550000
GB00BYZDVK82	GBX	63	78	12138	17150	1.6308750205964738E8	1.6496473469387755E8	165900000	163100000
IE00B1RR8406	GBX	593	659	46726	52658	3.993754397979711E8	4.029424360970793E8	402000000	399600000
CH0001752309	CHF	81	95	443	654	1.284979683972912E8	1.3476009174311927E8	132700000	130900000
GB00B1YW4409	GBX	541	476	111025	97681	1.3817240891691062E8	1.3945739243046242E8	139450000	138100000
CH0012100191	CHF	62	76	888	1249	4.471529279279279E7	4.8160608486789435E7	44960000	44880000
GB00BD7XPJ64	GBX	59	86	131219	167997	9902419.161859183	1.013778900813705E7	10100000	9920000
GB0000536739	GBX	367	558	23482	38326	5.2577650966697896E8	5.293705839377968E8	532200000	522800000
AT0000743059	EUR	1	0	9	0	4500000.0	0.0	4500000	0
CH0363463438	CHF	64	137	24277	39098	1963209.8694237345	2326355.465752724	2120000	2072000
GB00BFXYH242	GBX	61	51	53917	45936	1.7528843221989352E7	1.7867397248345524E7	17700000	17720000
GB0000667013	GBX	40	42	9103	5116	1.0986041964187631E8	1.1153287724784988E8	111000000	110300000
KYG9361H1092	GBX	48	36	34172	27919	7.380769050684771E7	7.569759661879008E7	74600000	74600000
GB0008085614	GBX	35	32	3584	3927	2.1688657924107143E8	2.1995963840081486E8	218000000	218000000
GB00BZCNLL95	GBX	30	26	49374	52708	1.71674938226597E7	1.745319116642635E7	17280000	17320000
GB00BJVQC708	GBX	46	65	88875	56829	1.5382937158931082E7	1.624238469795351E7	15900000	15800000
CH1101098163	CHF	103	91	1535	1877	4.8405928338762216E7	5.223106020245072E7	51900000	51600000
CH0008012236	CHF	95	87	603	367	1.2625837479270315E8	1.5540217983651227E8	150600000	148400000
CH0011029946	CHF	55	72	576	472	1.07309375E8	1.1170084745762712E8	112000000	109800000
DE0007100000	EUR	22	0	660	0	5930000.0	0.0	6800000	0
FI0009000665	EUR	0	1	0	10	0.0	969000.0	0	969000
FR0000045072	EUR	0	19	0	1196	0.0	1443979.933110368	0	1375000
US37949E2046	USD	52	69	23658	28724	686337.3066193254	705079.376131458	700000	697000
GB00BJ1F4N75	GBX	60	42	29302	27172	4.624937581052488E7	4.705228433681731E7	46560000	46520000
GB0006650450	GBX	32	53	3944	5149	2.163116125760649E8	2.1924655272868517E8	218500000	217500000
CH0012005267	CHF	876	1070	79004	89187	7829447.774796213	8192223.182750849	7974000	7905000
DE000ZAL1111	EUR	11	0	1045	0	5500000.0	0.0	5500000	0
CH0256379097	CHF	65	108	12604	25108	2372680.498254522	2744405.1696670386	2560000	2490000
FO0000000179	NOK	4	3	376	282	6.3055E7	6.3993333333333336E7	63420000	63420000
CH0012138530	CHF	464	819	183143	1946883	871842.081870451	971269.0397933518	893800	886800
CH0346177709	CHF	0	3	0	10390	0.0	134745.42829643888	0	129500
CH0386200239	CHF	61	37	2242	1481	1.2111061552185548E7	1.3113706954760296E7	13100000	12800000
GB0002405495	GBX	328	308	20879	20120	3.363138799750946E8	3.406189512922465E8	340100000	337900000
GB0030913577	GBX	668	468	1131583	631337	1.8194363444837894E7	1.9077581719430353E7	18990000	18500000
CH0360826991	CHF	86	95	2729	3598	2.9191535360938072E7	3.081195108393552E7	30100000	29600000
CH0012829898	CHF	35	75	206	419	1.0442281553398058E8	1.0567470167064439E8	105700000	104500000
GB00BKY40Q38	GBX	38	19	35946	29000	1.7653661325321317E7	1.7964733103448275E7	17780000	17800000
GB00BP6MXD84	EUR	0	11	0	4884	0.0	2576500.0	0	2576500
GB00B082RF11	GBX	383	532	222610	308093	5.147548025695162E7	5.187530193805117E7	52100000	51420000
GB0009292243	GBX	64	74	10269	11734	2.0475619826662773E8	2.094438384182717E8	206800000	205600000
IE00B42Z5J44	EUR	3	16	474	2528	5812333.333333333	5856812.5	5814000	5802000
GB00BCRX1J15	GBX	23	34	67505	87103	8831930.227390563	8956464.071271943	8955000	8865000
DE000A1ML7J1	EUR	18	11	621	121	4653193.236714976	6690000.0	5098000	6690000
GB00B5ZN1N88	GBX	510	515	133963	138061	1.3057084344184588E8	1.3277788260261768E8	131750000	131300000
GB0001740025	GBX	48	69	16652	25886	5.396232884938746E7	5.496770841381442E7	54600000	54200000
LU0411075376	EUR	10	10	26000	25271	1.47478E7	1.4790871117090736E7	14818000	14728000
GB00B17MMZ46	GBX	48	35	121829	113227	9590150.94928137	9758214.913404047	9620000	9650000
GB0006111909	GBX	37	56	16588	26695	1.1665324330841573E8	1.1816250983330211E8	117400000	117400000
GB0004220025	GBX	60	58	10179	10636	2.2930055997642204E8	2.321830763444904E8	231000000	230000000
GB00BJ62K685	GBX	40	73	19578	28021	4.116234242517111E7	4.217325505870597E7	42340000	41560000
GB00B1JQBT10	GBX	58	38	515722	402716	2234537.4252019497	2318287.9249893227	2280000	2290000
GB00BDCPN049	EUR	32	44	6675	7200	5094550.561797753	5165312.5	5110000	5145000
GB00BKFB1C65	GBX	466	479	535917	552478	2.145107477463861E7	2.1721334025970265E7	21640000	21560000
GB0009223206	GBX	521	515	131193	148432	1.2462772327791879E8	1.3036525210197262E8	126100000	124750000
US67011E2046	USD	134	158	26796	29962	2843572.7720555305	2868255.9909218345	2878000	2828000
LU0380865021	EUR	11	11	7700	7700	6505272.7272727275	6522000.0	6526000	6507000
GB0005405286	GBX	821	799	791931	669641	5.379264574817756E7	5.5084628420302816E7	54670000	54480000
CH0432492467	CHF	358	427	22691	46018	7017080.428363669	7818224.390455908	7242000	7210000
GB00BN7CG237	GBX	12	1	883	132	1.0246913929784824E8	1.166E8	116150000	116600000
GB00BN0SMB92	GBX	59	100	68635	123354	2.0007758432286736E7	2.0988068485821296E7	20200000	20040000
GB0007188757	GBX	801	773	51086	50465	5.367600966996829E8	5.468500921430695E8	546100000	539700000
CH0012255151	CHF	134	193	4021	6146	2.6192434717731908E7	2.9208223234624147E7	26820000	26670000
DE000TUAG000	EUR	0	11	0	31163	0.0	348000.0	0	348000
GB00B1XZS820	GBX	921	833	82365	74489	3.2846804892854977E8	3.368157331955054E8	336250000	332700000
MISSING	MISSING	0	1	0	206	0.0	1.256E7	0	12560000
CH0466642201	CHF	98	87	5760	5107	1.0754609375E7	1.1785809672997845E7	11720000	11690000
GB00B1FH8J72	GBX	508	529	48300	49978	2.9089625879917186E8	2.931904137820641E8	293400000	290800000
SE0000379190	SEK	0	11	0	935	0.0	2.756E7	0	27560000
CH0012221716	CHF	354	400	82827	106406	3161680.683834981	3341263.0302802473	3227000	3175000
MISSING	MISSING	1	0	319	0	8127000.0	0.0	8127000	0
DE0007042301	EUR	0	11	0	2651	0.0	1840000.0	0	1840000
GB00B1CRLC47	GBX	559	611	80240	87285	1.8632174788135594E8	1.876059706707911E8	187600000	186450000
GB0008910555	GBX	66	58	18428	19516	8.353719340134577E7	8.504033613445379E7	84500000	84600000
US98387E2054	USD	70	52	13253	11705	2206996.83090621	2239437.8470739	2234000	2212000
IE00B1TXLS18	GBX	4	0	7029	0	6.6287646891449705E7	0.0	66320000	0
GB00B1KJJ408	GBX	460	657	33617	58518	3.032667162447571E8	3.152514149492464E8	307200000	302400000
DE0006062144	EUR	0	11	0	55	0.0	5900000.0	0	5900000
GB0002018363	GBX	45	42	3477	3986	3.208022720736267E8	3.244754139488209E8	324000000	320500000
GB0000066554	GBX	46	50	10152	10332	1.4470332939322302E8	1.4667078977932638E8	145600000	145400000
GB0001826634	GBX	68	71	9809	9971	2.861099398511571E8	2.887391836325343E8	288600000	286200000
AT0000A18XM4	CHF	63	167	29516	84550	1522212.9184171297	1659713.5363690124	1558000	1533000
CH0012530207	CHF	60	118	1071	2606	5.435658263305322E7	5.537601688411359E7	55100000	54400000
IE00B5BMR087	EUR	26	22	5200	4400	4.107826923076923E7	4.112863636363637E7	41130000	41060000
FR0010261198	EUR	1	0	57	0	1.5878E7	0.0	15878000	0
CH0453226893	CHF	24	54	4150	6631	2375522.891566265	2458778.4647866082	2420000	2410000
GB00BZ6STL67	GBX	37	41	136903	135855	9595617.152290307	1.0053093113981819E7	9985000	9855000
GB00B1CKQ739	GBX	50	42	10703	9059	1.3208489208633094E8	1.3399385141847886E8	133700000	132600000
IE00B1FZS350	GBX	2	1	714	357	2.1345E8	2.143E8	213700000	214300000
GB00BGJWTR88	GBX	63	79	31077	41382	1.6856704958651093E8	1.702908317626021E8	170200000	168600000
DE0005773303	EUR	0	11	0	462	0.0	7980000.0	0	7980000
GB0000456144	GBX	454	485	78636	82582	1.2806313584109059E8	1.2930382226150978E8	129300000	128050000
CH0531751755	CHF	217	234	11353	27609	7563924.953756716	8874009.924300047	7630000	7610000
SE0011166974	SEK	0	11	0	341	0.0	1.741E7	0	17410000
GB0007826091	GBX	39	50	16035	20098	8.931156844402869E7	9.06819683550602E7	89900000	90000000
GB0007388407	GBX	29	61	5320	8102	1.658007142857143E8	1.7627635151814365E8	167000000	167000000
GB00BLH3CY60	GBX	22	5	16500	1840	1.9875E7	2.09E7	20000000	20900000
DE0007664039	EUR	33	22	2222	792	1.6773267326732673E7	2.3583333333333332E7	17300000	22000000
GB00BYYTFB60	GBX	57	70	27918	28090	7.69224066910237E7	7.778115699537201E7	77500000	77150000
CH0244767585	CHF	399	470	182888	249372	1871982.1694151612	1919147.145629822	1905000	1885000
GB0001990497	GBX	72	61	89842	72352	4.081483103670889E7	4.134591441839894E7	41150000	41050000
GB00BYQB9V88	GBX	33	47	30838	45110	2.3862804008042026E7	2.417457215694968E7	24100000	24000000
US73181M1172	USD	69	71	5109	5986	7794766.099040908	7962605.245573004	7905000	7785000
SE0006422390	SEK	0	11	0	121	0.0	5.98E7	0	59800000
CH0011484067	CHF	51	41	525	449	4.4561523809523806E7	4.5143652561247215E7	44850000	44750000
ES0173516115	EUR	3	11	27	143	1128733.3333333333	1300000.0	1130200	1300000
IE0001827041	GBX	507	469	67355	52667	3.8228675822136444E8	3.934399054436364E8	386400000	384500000
IE0002424939	GBX	500	495	22152	22478	6.251157096424702E8	6.29898700952042E8	628600000	625000000
GB00BYT18307	GBX	29	48	5812	11705	1.4762962835512733E8	1.5076140111063647E8	149800000	148000000
GB00BYRJ5J14	GBX	74	75	210189	223021	1.4285370309578523E7	1.4416320884580376E7	14420000	14300000
FR0010342592	EUR	7	7	84	84	7.679E7	7.816428571428572E7	76970000	77410000
IE00B010DT83	GBX	43	49	57473	65591	2.253219563969168E7	2.3613970819167264E7	22820000	22600000
GB00BY9D0Y18	GBX	307	316	311100	306490	3.0303398167791706E7	3.0994887924565237E7	30920000	30830000
GB0006928617	GBX	46	89	17933	29033	1.0463098756482463E8	1.0756722522646643E8	105650000	105000000
GB0000197722	GBX	59	66	29510	47071	7.41187766858692E7	7.498743387648445E7	75000000	74000000
DE000A0HN5C6	EUR	1	0	5	0	3652000.0	0.0	3652000	0
JE00B5TT1872	GBX	118	49	327933	193026	8825258.500974284	9465544.196118658	8994000	8970000
GB00B3MBS747	GBX	496	499	70292	68154	1.48412467279349E8	1.4993071940018195E8	151550000	147350000
IE00B00MZ448	GBX	74	89	20279	28868	1.151936535332117E8	1.165255438547873E8	116700000	115200000
GB00BF8Q6K64	GBX	456	526	433605	506832	2.4252439962638807E7	2.4554307443097517E7	24470000	24300000
FR0000120271	EUR	11	13	528	208	4980000.0	5848846.153846154	4980000	5016000
ZAE000255360	GBX	65	51	160231	156704	6565209.0731506385	6682685.445170512	6635000	6565000
GB00B45C9X44	GBX	40	36	26927	24157	2.6640320124781817E7	2.702033365070166E7	26900000	26800000
GB0000385517	GBX	17	31	5309	13457	9.322326238462988E7	9.623150033439845E7	94500000	93800000
GB0002869419	GBX	64	55	13588	14969	1.4807825287017956E8	1.5062380252521878E8	150300000	149800000
GB00BYXJC278	GBX	42	43	46971	48398	1.9758203998211663E7	2.034109797925534E7	20100000	20040000
DE0005933931	EUR	20	10	27411	28927	1.3170440407135822E7	1.317734725343105E7	13206000	13150000
DE0005158703	EUR	0	11	0	121	0.0	7000000.0	0	7000000
IT0003128367	EUR	0	11	0	2486	0.0	754000.0	0	754000
GB00BH3VJ782	GBX	7	27	917	33817	2.5407808069792803E7	2.834411302007866E7	25570000	25230000
DK0060534915	DKK	0	2	0	10	0.0	6.8815E7	0	68320000
GB0007990962	GBX	54	39	21676	18339	6.135025373685182E7	6.207668084410273E7	61800000	61600000
US8565522039	USD	38	42	7666	8547	7154788.677276284	7213074.763074763	7200000	7180000
